slang,formal
hahhaa,haha
hahhaha,haha
hahhahah,haha
hahhahahaha,haha
hajsjjssjhs,haha
hauahahaha,haha
hhaa,haha
hjshshshhshh,haha
hshshshjsjs,haha
huahahaha,haha
huahuahua,haha
hubahahaha,haha
huhahahhahahaa,haha
haei,hai
haii,hai
hei,hai
hii,hai
haih,haiz
haihh,haiz
haizz,haiz
hishh,haiz
hx,haiz
haqiqi,hakiki
hqq,hakiki
halalã¢,halal
halamanya,halamannya
halaqoh,halaqah
halny,halnya
hello,halo
hellow,halo
heloo,halo
hloo,halo
hampyr,hampir
hangeng,han geng
hambok,hanbok
hancurkanpartaisetan,hancurkan partai setan
hp,handphone
henponku,handphoneku
hapenya,handphonenya
hpnya,handphonenya
hantayudha,hanta yudha
hanyo,hanya
heppy,happy
happyireneday,happy irene day
haqul,haqqul
harakahislamiyah,harakah islamiyah
haramin,haramkan
hrp,harap
hardcover,hard cover
harkis,hardcase
harg,harga
hargain,hargai
hrgai,hargai
hariã¢â ini,hari ini
harinini,hari ini
harinibpuasa,hari ini puasa
harikartini,hari kartini
hut,hari ulang tahun
harinua,harinya
haruss,harus
hassan,hasan
hasana,hasanah
hasanuddin,hasanudin
hasilkerjanya,hasil kerjanya
haselhoff,hasselhoff
hatespeech,hate speech
hatters,hater
htrz,hater
hausminiquiz,haus mini quiz
hauzminiquiz,haus mini quiz
hauzid,hazid
hee,he
heh,he
hey,he
heechul,he decul
hwhw,he he
henset,headset
hetset,headset
hgg,hearthstone global games
heba,hebat
hebatkannegaraku,hebat negaraku
hebohin,hebohkan
hehe,hehe
hehee,hehe
heheehe,hehe
heheh,hehe
hehehe,hehe
heheheh,hehe
hehehehe,hehe
hehehehehe,hehe
heli,helikopter
hilikopternya,helikopternya
helps,help
hemm,hem
hh,hem
hhmm,hem
hm,hem
hmmz,hem
hoam,hem
hendropriyono,hendro priyono
herjosout,herjos out
hebahan,hibahan
irungna,hidungnya
hiduprakyat,hidup rakyat
hdpku,hidupku
idupku,hidupku
hdupmu,hidupmu
hd,high definition
hightop,high top
hihi,hihi
hihihi,hihi
hihihihi,hihi
hihihihihi,hihi
hihihihihihi,hihi
hejaz,hijaz
ilangnye,hilangnya
hmi,himpunan mahasiswa islam
hin,hina
hindhu,hindu
hirukpikuk,hiruk pikuk
history,histori
hits,hit
hitle,hitler
hoax,hoaks
hoaxs,hoaks
hoaz,hoaks
hobby,hobi
holiwud,hollywood
homme,home
homok,homo
holiganisme,hooliganisme
horee,hore
horror,horor
huu,hu
hbungannya,hubungannya
huchu,hucu
huekekekek,hue
huhh,huh
heuheuheu,huhu
huhu,huhu
huhuhu,huhu
huhuhuhu,huhu
huhuu,huhu
hukm,hukum
hukim,hukum
hkmnya,hukumnya
homan,human
hrd,human resources departement
homor,humor
huruhara,huru hara
hurup,huruf
hrufny,hurufnya
huss,hus
husnuzon,husnuzan
http,hypertext transfer protocol
hyunk,hyung
icanxlove,i can love
ibukota,ibu kota
ibulagi,ibu lagi
idea,ide
idolbyopera,idol by opera
idolku,idolaku
idolnya,idolanya
ied,idulfitri
hih,ih
ich,ih
ieu,ih
ii,ih
ish,ih
ijasah,ijazah
ikeafurniture,ikea furniture
ihklas,ikhlas
ikhlass,ikhlas
iklanahokjahat,iklan ahok jahat
ikuta,ikutan
illah,ilah
ilfil,ilfeel
illias,ilias
ilmah,ilmiah
ipa,ilmu pengetahuan alam
ips,ilmu pengetahuan sosial
imagine,imajinasi
imejin,imajinasi
imaginenya,imajinasinya
imanijer,imajiner
imanx,imannya
ijp,imbal jasa penjaminan
imbasny,imbasnya
imigrn,imigran
imperialism,imperialisme
imporã¢,impor
imporr,impor
import,impor
importnya,impornya
impressions,impression
incm,income
inc,incorporate
incumben,incumbent
indahh,indah
indahnyakebe,indahnya kebersamaan
indek,indeks
index,indeks
ipk,indeks prestasi kumulatif
indiehome,indihome
indomartt,indomaret
indomiah,indomie
indonã¢,indon
indos,indon
indoneisia,indonesia
indones,indonesia
indonesi,indonesia
indonesiaa,indonesia
indonesiaã¢,indonesia
indonesiaan,indonesia
indonesiaã°,indonesia
indons,indonesia
indonsia,indonesia
indonesiaafrika,indonesia afrika
indonesiabisa,indonesia bisa
indochina,indonesia cina
indonesiadamai,indonesia damai
indonesiahebat,indonesia hebat
indonesiajuara,indonesia juara
indonesiakuasaifreep,indonesia kuasai freeport
ilc,indonesia lawyers club
indonesiaraya,indonesia raya
indonesiasatu,indonesia satu
indonya,indonesianya
iduk,induk
indust,industri
industi,industri
industry,industri
ikm,industri kecil menengah
inewsdebatkandidat,inews debat kandidat
inflas,inflasi
infobudaya,info budaya
infodesaku,info desaku
infografis,info grafis
infovalid,info valid
infotech,informasi teknologi
informasiunik,informasi unik
infrastru,infrastruktur
infrastruktor,infrastruktur
infrastrutur,infrastruktur
insfrasruktur,infrastruktur
ingg,ing
ingak,ingat
ingatt,ingat
ingetanku,ingatanku
ingatin,ingatkan
inggrid,inggris
ingris,inggris
ingriss,inggris
ingguk,inggu
inibaruindonesia,ini baru indonesia
inibaruwow,ini baru wow
inilh,inilah
ico,initial coinoffering
inosen,innocent
inqilabiah,inqilabi
insidentil,insidental
ir,insinyur
insom,insomnia
ipda,inspektur polisi dua
ig,instagram
instastory,instagram story
instant,instan
ikj,institut kesenian jakarta
inpres,instruksi presiden
instructor,instruktur
inshaa,insya
inshaalaah,insyaallah
inshaallah,insyaallah
inshallah,insyaallah
intelejen,intelijen
iq,intelligence quotient
intetnal,internal
internesyenel,international
internationalã¢,international
ibf,international badminton federation
imf,international monetary fund
initi,inti
intine,intinya
intinye,intinya
intshar,intizhar
inusgelo,inus gila
invansi,invasi
invest,investasi
ipadnews,ipad news
irrational,irasional
irrasionalitas,irasionalitas
isaach,isaac
isina,isinya
isine,isinya
isla,islam
islamindonesia,islam indonesia
islammoderat,islam moderat
islamnusantara,islam nusantara
isnus,islam nusantara
islamterkini,islam terkini
islmis,islamis
israã¢,israel
istanakepresidenan,istana kepresidenan
istlhnya,istilahnya
istrimewa,istimewa
istimroriah,istimroriyah
isiu,isu
issu,isu
issue,isu
isue,isu
isyu,isu
itã¢,it
itali,italia
hooh,iya
hook,iya
iah,iya
ikr,iya gue tau
ijin,izin
ijinin,izinkan
ijinkan,izinkan
israil,izrail
hongkok,jongkok
hasian,kasihan
hayalan,khayalan
hayalanmu,khayalanmu
hianat,khianat
hianati,khianati
ilatmu,lidahmu
iseh,masih
isih,masih
isengin,mengisengi
improv,meningkatkan
hoaalaah,oalah
ho,oh
hoo,oh
hooy,oi
horang,orang
holkay,orang kaya
incomenya,pemasukannya
hankam,pertahanan dan keamanan
inces,princess
hengget,ringgit
idr,rupiah
hayang,sayang
honestly,sejujurnya
hashtag,tagar
hatstag,tagar
hastagnya,tagarnya
haturnuhunjokowi,terima kasih jokowi
idak,tidak
hua,wah
hueww,wow
kapindiang,bangsat
kambek,comeback
katain,ejek
jentel,gentle
jahahaha,haha
jajahaahha,haha
kahkahkah,haha
kahkhakkah,haha
kajakajakajakaja,haha
kakakakakka,haha
itung,hitung
itunganya,hitungannya
izazah,ijazah
ite,informasi transaksi elektronik
itb,institut teknologi bandung
iti,institut teknologi indonesia
italy,italia
kae,itu
ituã¢,itu
iyess,iya
iyo,iya
iye,iya
iyamas,iya mas
iyain,iyakan
iyuuh,iyuh
iyuuhh,iyuh
iup,izin usaha pertambangan
jbatan,jabatan
jable,jablay
jeksen,jackson
jad,jadi
jadicuriga,jadi curiga
jadinyaa,jadinya
jag,jaga
jahanamm,jahanam
jahannam,jahanam
jahaatt,jahat
jaitan,jahitan
jekardah,jakarta
jeketi,jakarta
jakartabanjir,jakarta banjir
jiexpo,jakarta international expo
jakartakece,jakarta kece
jksel,jakarta selatan
jakut,jakarta utara
jpu,jaksa penuntut umum
jaln,jalan
jalanjalan,jalan jalan
jalanjalansiang,jalan jalan siang
jamkos,jam kosong
jaancuuk,jancuk
jancik,jancuk
jancok,jancuk
jiancok,jancuk
jancukers,jancuker
jande,janda
janga,jangan
jangn,jangan
jingan,jangan
jnhan,jangan
janganasem,jangan asem
jgnkorupsi,jangan korupsi
jgnkan,jangankan
jngnkan,jangankan
jangnlan,janganlah
jgnlah,janganlah
jngnlah,janganlah
jangkakan,jangkauan
janhkungan,jangkungan
janjinyaã¢,janjinya
jsntung,jantung
jaringann,jaringan
jasat,jasad
jatidiri,jati diri
jauuh,jauh
jowo,jawa
jawabarat,jawa barat
jabarjuara,jawa barat juara
jawapos,jawa pos
jateng,jawa tengah
jatengã¢,jawa tengah
jawatengah,jawa tengah
jatenggayeng,jawa tengah gayeng
jatengnya,jawa tengahnya
jatim,jawa timur
jawatimur,jawa timur
jatimsedulur,jawa timur bersaudara
jajirah,jazirah
jeezz,jazz
jbjbnya,jb jbnya
jeblosin,jebloskan
jebolin,jebolkan
johovah,jehovah
jls,jelas
jlas,jelas
jelasin,jelaskan
jele,jelek
jeles,jelus
jamangah,jemaah
jamaahnya,jemaahnya
jembatã¢,jembat
jembatanã¢,jembatan
jiamput,jembut
jimput,jemput
jemiran,jemuran
jengkoleun,jengkolan
jepitin,jepitkan
jes,jess
jfcolourday,jfc colour day
jahh,jiah
jha,jiah
jiaahh,jiah
jhiahaha,jiah haha
jiahahahh,jiah haha
jibriel,jibril
jijay,jijik
jijiq,jijik
jyjyk,jijik
jikaã¢,jika
jka,jika
jilet,jilat
jilmek,jilat memek
jilatin,jilati
jlatin,jilati
jilbob,jilboobs
jilboob,jilboobs
jliid,jilid
jeplak,jiplak
jdt,johor darul takzim
joinindonesia,join indonesia
joinjombang,join jombang
joinkalsel,join kalimatan selatan
joinri,join republik indonesia
jokodri,joko driyono
jokowers,jokower
jkowi,jokowi
jkw,jokowi
jkwi,jokowi
jokow,jokowi
jokowii,jokowi
jolowi,jokowi
jokahok,jokowi ahok
jokowibersamaulama,jokowi bersama ulama
jokowiblusukanpapua,jokowi blusukan papua
jokowicakimin,jokowi cak imin
jokowicintaulama,jokowi cinta ulama
jokowiduaperiode,jokowi dua periode
jokowiend,jokowi end
jokopret,jokowi kampret
jokodok,jokowi kodok
jokowok,jokowi kodok
jokowor,jokowi kodok
jokowikunkerj,jokowi kunjungan kerja
jokowiagain,jokowi lagi
jokowipuan,jokowi puan
jokowiradikal,jokowi radikal
jokowiaja,jokowi saja
jokowisayangipapua,jokowi sayangi papua
jokowisekalilagi,jokowi sekali lagi
jokowisemakinku,jokowi semakin kuat
jombangemerlap,jombang gemerlap
jomblo,jomlo
jonanjos,jonan jos
jorokin,jorokkan
jualforedijogja,jual foredi yogyakarta
jualab,jualan
jualin,jualkan
jug,juga
jugaã¢,juga
jugaaih,juga
juha,juga
jgdiimpor,juga diimpor
junjunan,jujungan
junjunanmu,jujunganmu
junjunannya,jujungannya
junjunganya,jujungannya
jurdil,jujur adil
jupe,julia perez
julukin,julukan
jumaat,jumat
jumatberkah,jumat berkah
juml,jumlah
jumplitan,jumpalitan
jamping,jumping
june,juni
jr,junior
jubli,juru beli
jubir,juru bicara
juruselamat,juru selamat
juruslamat,juru selamat
justkidding,just kidding
juve,juventus
kabarin,kabari
kbinet,kabinet
kab,kabupaten
kabor,kabur
kabuurr,kabur
kbur,kabur
kacamat,kacamata
kacaoo,kacau
kacauã°,kacau
kachung,kacung
kdnk,kadang
kadangkadang,kadang kadang
kafeer,kafir
kafr,kafir
kapirin,kafirin
kafirin,kafirkan
kapirun,kafirun
kagetgw,kaget gue
kaisoofact,kaisoo fact
kaitanny,kaitannya
kajakk,kajak
kating,kakak tingkat
kalao,kalau
kalaupribumi,kalau pribumi
kalopun,kalaupun
kalemm,kalem
kalean,kalian
kalyaann,kalian
kalbar,kalimantan barat
kalteng,kalimantan tengah
kaltim,kalimantan timur
kambiang,kambing
kambink,kambing
kamibersamapanglima,kami bersama panglima
kamibersamaulama,kami bersama ulama
kamiganjaryasin,kami ganjar yasin
kampnye,kampanye
kampanyeahokjahat,kampanye ahok jahat
kamoanyeberadap,kampanye beradab
kampanyein,kampanyekan
kamfret,kampret
kamfrett,kampret
kampet,kampret
kampreet,kampret
kampretos,kampret
kamprett,kampret
kampretzz,kampret
kamprey,kampret
kamvret,kampret
kampreters,kampreter
kampay,kampung payah
katrok,kampungan
kamutu,kamu itu
kajus,kamus
kant,kan
kantaibanget,kan tai banget
kaanal,kanal
kandaq,kandang
kandidatbicara,kandidat bicara
kantoikanã¢,kantoikan
kapalkemanusiaan,kapal kemanusiaan
karomah,karamah
karana,karena
karenaa,karena
karusn,karuan
kariawan,karyawan
kary,karyawan
kasib,kasih
kasoh,kasih
kasihtau,kasih tau
kasis,kasus
katakita,kata kita
katamereka,kata mereka
katawarganet,kata warganet
katanye,katanya
katerdral,katedral
katholik,katolik
kaau,kau
kao,kau
kauu,kau
kaw,kau
kaulemparkan,kau lemparkan
kaulahh,kaulah
kaun,kaum
kaplingan,kaveling
kawalpetani,kawal petani
kawasn,kawasan
kawen,kawin
kahwinkanlah,kawinkanlah
kayah,kaya
kaye,kaya
kayk,kayak
kayanua,kayaknya
kearab,ke arab
kearah,ke arah
keatas,ke atas
kebawah,ke bawah
kebulan,ke bulan
kechina,ke cina
kedalam,ke dalam
kedalem,ke dalam
kedepan,ke depan
keadilantanah,keadilan tanah
kantip,keamanan dan ketertiban
kebahagian,kebahagiaan
kebangeten,kebangetan
kebangaan,kebanggaan
kakean,kebanyakan
kalobaan,kebanyakan
kbanyakan,kebanyakan
kbnyakan,kebanyakan
keakehan,kebanyakan
kebany,kebanyakan
kebanyakkan,kebanyakan
kebanyakn,kebanyakan
kebnyakan,kebanyakan
kebnykkan,kebanyakan
kebbsan,kebebasan
kebeler,kebelet
kberdaan,keberadaan
kberagamn,keberagaman
kebeehasilan,keberhasilan
kbrkhn,keberkahan
kebinekaan,kebhinekaan
kebijakam,kebijakan
kebusukab,kebusukan
kec,kecamatan
kecmatan,kecamatan
kecapean,kecapaian
keceh,kece
kecebobg,kecebong
kecepat,kecepatan
kecink,kecing
kedaikopi,kedai kopi
kedsmaian,kedamaian
kdepan,kedepan
kederr,keder
kdri,kediri
kedongoan,kedunguan
kedubes,kedutaan besar
kakiatan,kekuatan
kalak,kelak
kadis,kepala dinas
kapolda,kepala kepolisian daerah
kapolres,kepala kepolisian resor
kapolsek,kepala kepolisian sektor
kanit,kepala unit
katulistiwa,khatulistiwa
jelekkan,menjelekkan
jelekkin,menjelekkan
jalok,minta
jenenge,namanya
jelema,orang
jelemana,orangnya
jpollin,pollin
jpolling,polling
kabehh,semua
kabehsedulur,semua bersaudara
kabehmakmur,semua makmur
kecekik,tercekik
keciduk,terciduk
kecyduk,terciduk
kebacut,terlanjur
jebole,ternyata
jebule,ternyata
karepmu,terserah kamu
kaop,tidak kuat
kawe,tiruan
kangge,untuk
kanggo,untuk
jahudi,yahudi
jesus,yesus
jogja,yoyakarta
jogya,yoyakarta
judisial,yudisial
jolim,zalim
jaaman,zaman
jmn,zaman
jamannya,zamannya
jamannyahuta,zamannya huta
jombi,zombi
kemon,ayo
kikituan,begituan
kroak,berlubang
konfyus,bingung
kemping,camping
kolej,college
kitchen,dapur
krungu,dengar
koplok,goblok
khanazah,hasanah
kost,indekos
kepoo,ingin tau
kojowi,jokowi
kofar,kafir
klah,kalah
klao,kalau
klaw,kalau
klou,kalau
klopun,kalaupun
klm,kalem
kelees,kali
kleaan,kalian
klean,kalian
kopanye,kampanye
kpok,kapok
kerakter,karakter
kerdus,kardus
kerena,karena
krnnya,karenanya
kharismatik,karismatik
kis,kartu indonesia sehat
kps,kartu perlindungan sosial
kshan,kasihan
ketebelece,katebelece
khatolik,katolik
kewong,kawin
koyoke,kayaknya
kehati,ke hati
kekandang,ke kandang
kekebun,ke kebun
kekiri,ke kiri
kmall,ke mal
kerana,ke ranah
kerumah,ke rumah
kesekolah,ke sekolah
ketangan,ke tangan
ketempat,ke tempat
ketepi,ke tepi
ketepu,ke tepi
ketulang,ke tulang
keproannya,keahliannya
kepelbagaian,keberbagaian
keperpihakan,keberpihakan
korsa,kebersamaan
kobobrokan,kebobrokan
keidri,kediri
kegaduan,kegaduhan
kegoblokkan,kegoblokan
khbisan,kehabisan
kehi,kehidupan
kehid,kehidupan
kelangan,kehilangan
kepengenan,keinginan
kjadian,kejadian
kjdian,kejadian
kejagung,kejaksaan agung
kejawe,kejawen
kesalannya,kekesalannya
kekutan,kekuatan
kelakukan,kelakuan
kelansungan,kelangsungan
klantung,kelantung
kelass,kelas
klentit,kelentit
keliat,kelihat
kliru,keliru
kelojotan,kelojotan
klojota,kelojotan
klonjotan,kelojotan
kelolah,kelola
keloman,kelomang
klompok,kelompok
klontang,kelontang
klwr,keluar
keluagara,keluarga
keluargamelanesia,keluarga melayu
krluarganya,keluarganya
kluarin,keluarkan
kemanusian,kemanusiaan
kemarinn,kemarin
kemarkn,kemarin
kemarwn,kemarin
kemashlahatan,kemaslahatan
kembalika,kembalikan
kembalikanmediaislam,kembalikan media islam
kmbng,kembang
kemen,kementerian
kementrian,kementerian
kemagama,kementerian agama
kemenag,kementerian agama
kemenagama,kementerian agama
kemendagri,kementerian dalam negeri
kemenkeu,kementerian keuangan
kemlu,kementerian luar negeri
kemendes,kementerian pedesaan
kemendag,kementerian perdagangan
kemenko,kementerian perekonomian
kmnko,kementerian perekonomian
kementan,kementerian pertahanan
kempotin,kempisin
kemudahaan,kemudahan
kemuliaanharijumat,kemuliaan hari jumat
kemunafikanya,kemunafikannya
kemunaqikannya,kemunafikannya
kemuncylannya,kemunculannya
keuna,kena
knal,kenal
kenapaah,kenapa
kiapa,kenapa
knape,kenapa
kenapasi,kenapa sih
knpsih,kenapa sih
kencink,kencing
kndari,kendari
kfc,kentaki fried chicken
kentel,kental
kenthir,kentir
kenyataannya,kenyataanya
kepseknya,kepala sekolahnya
kepentinga,kepentingan
kpntngn,kepentingan
kepri,kepulauan riau
kepungistana,kepung istana
kputusan,keputusan
keppres,keputusan presiden
kepres,keputusan presiden
krt,kereta
krl,kereta listrik
kringat,keringat
kripik,keripik
krj,kerja
kerjasama,kerja sama
kerjaanya,kerjaannya
kerbet,kernet
kropos,keropos
kerukunanumat,kerukunan umat
krumitan,kerumitan
kseel,kesal
ksalahan,kesalahan
ksana,kesana
kesihatan,kesehatan
kesehatanikan,kesehatan ikan
kesejahteraanã¢,kesejahteraan
kesusksesan,kesuksesan
kesusastraan,kesusasteraan
ketaqwaan,ketakwaan
ketengangan,ketegangan
ketemune,ketemunya
keteribata,keterlibatan
ketibggalan,ketinggalan
ketinggaln,ketinggalan
ketum,ketua umum
keturnan,keturunan
kewangan,keuangan
kewajipan,kewajiban
kedzholiman,kezaliman
khairuljamain,khairul jamain
kholik,khalik
khatab,khattab
khawatirin,khawatirkan
kilafah,khilafah
khilafahajaranislam,khilafah ajaran islam
khattan,khitan
khofif,khofifah
kofifah,khofifah
khofifahparawansa,khofifah parawansa
khutbah,khotbah
khutbahnya,khotbahnya
khulafur,khulafaur
khsus,khusus
khusskn,khususkan
kiyayi,kiai
kibulin,kibuli
kifayahã¢,kifayah
kimakk,kimak
kimjiy,kimcil
kincil,kimcil
kimor,kimia organik
kenerja,kinerja
kiraa,kira
kirimn,kiriman
kitaagamakasih,kita agama kasih
kitamestimenang,kita harus menang
kitahasanah,kita hasanah
kitajokowi,kita jokowi
kitaã¢â²,kita kita
kitakita,kita kita
kitaok,kita oke
kiteorg,kita orang
kelan,klan
klariikasi,klarifikasi
klikrmol,klik rmol
klit,klitoris
klitnya,klitorisnya
kleb,klub
kih,koalisi indonesia hebat
kmp,koalisi merah putih
koplaks,kocak
kodat,kodrat
kobisa,kok bisa
komanis,kok manis
komau,kok mau
klesi,koleksi
kolektiv,kolektif
kodim,komando distrik militer
koramil,komando rayon militer
korem,komando resor militer
komment,komen
komemtar,komentar
komnas,komisi nasional
kpk,komisi pemberantasan korupsi
kpu,komisi pemelihan umum
kpi,komisi penyiaran indonesia
kji,kompetisi jembatan indonesia
komplen,komplain
kompliy,komplit
klompotan,komplotan
komporin,kompori
komunies,komunis
kondisiã¢,kondisi
kondoms,kondom
kondusifã°,kondusif
konfrensi,konferensi
konfrontir,konfrontasi
khongfutze,kong fu tse
khonghucu,konghucu
konghu,konghucu
kongkalik,kongkalikong
konglo,konglomerat
konkrit,konkret
konsekuensiny,konsekuensinya
kosentrasi,konsentrasi
kntitusi,konstitusi
kontruksinya,konstruksinya
komsumen,konsumen
kntl,kontol
kontolin,kontol
kontolbrondong,kontol berondong
kontollokal,kontol lokal
kontolsma,kontol sma
kontolsmp,kontol smp
kontolnyaa,kontolnya
kordinator,koordinator
koorwil,koordinator wilayah
kopdit,koperasi kredit
kopindo,koperasi pembatikan indonesia
korankaltim,koran kalimantan timur
kgb,korban galau berat
korbanin,korbankan
koriya,korea
kpop,korea pop
koreautara,korea utara
korut,korea utara
kornasjoin,kornas join
korups,korupsi
koruftor,koruptor
kosakatany,kosakatanya
kotametro,kota metro
kotametronews,kota metro news
kotakarismatikmadiun,kotak karismatik madiun
kotakpandora,kotak pandora
kotany,kotanya
kotorr,kotor
kotoreu,kotornya
kotornyaa,kotornya
kreatifitas,kreativitas
kpr,kredit pemilikan rumah
kriaten,kristen
krsten,kristen
krislam,kristen islam
kristian,kristiani
keritis,kritis
knjngi,kunjungi
kotang,kutang
kickoff,mulai
kentot,ngentot
key,oke
kidu,pendidikan anak
kpoper,penggemar korea pop
keliyengan,pusing
king,raja
kekayasa,rekayasa
kieu,seperti ini
kene,sini
kegoda,tergoda
keinj,terinjak
keinjek,terinjak
kejual,terjual
kekadang,terkadang
keuber,terkejar
kepake,terpakai
kepilih,terpilih
kesalip,tersalip
keselek,tersedak
kesinggung,tersinggung
kesiram,tersiram
kesemsem,tertarik
ketolong,tertolong
kubacanya,aku bacanya
kuchat,aku chat
kudikasi,aku dikasih
kuduga,aku duga
kuharapkan,aku harapkan
kuinget,aku ingat
kujual,aku jual
kukasih,aku kasih
kukenal,aku kenal
kukira,aku kira
kulihat,aku lihat
kumalu,aku malu
kuminta,aku minta
kupake,aku pakai
kupikir,aku pikir
kuposting,aku posting
kuraih,aku raih
kurasa,aku rasa
kusayang,aku sayang
kusebut,aku sebut
kusiap,aku siap
kutau,aku tau
mamarica,amerika
mamarika,amerika
kumaha,bagaimana
mbajingi,bajingan
mbangsat,bangsat
lemu,besar
malesin,bikin males
kukurusukan,blusukan
lur,bro
lurd,bro
mamen,bro
mburuh,buruh
makmak,emak emak
lifestyle,gaya hidup
mbrot,gembrot
kuduu,harus
kudune,harusnya
lntolerans,intoleran
mbut,jembut
ktp,kartu tanda penduduk
ksihan,kasihan
kwin,kawin
kwn,kawin
kslian,keaslian
leutik,kecil
maren,kemarin
kunaon,kenapa
kvld,keren
ksl,kesal
kthuan,ketahuan
ktka,ketika
ktimbang,ketimbang
ktua,ketua
ktw,ketua
kturunan,keturunan
kuatirkan,khawatirkan
kusus,khusus
kyai,kiai
kualisi,koalisi
kumunis,komunis
ktt,konferensi tingkat tinggi
kwi,konferensi waligereja indonesia
kualalumpur,kuala lumpur
kualiti,kualitas
kwalitasnya,kualitasnya
luartal,kuartal
kuatkuasakan,kuat kuasakan
kucarkacir,kucar kacir
kuching,kucing
kucin,kucing
kucink,kucing
kuclukk,kucluk
kultwit,kuliah lewat twitter
kultum,kuliah tujuh menit
kuliaham,kuliahan
kulumin,kulumkan
kumparannews,kumparan news
kumpulin,kumpulkan
kumulativ,kumulatif
kuncixa,kuncinya
kurg,kurang
kuper,kurang pergaulan
kuerban,kurban
kuyaa,kuya
kwetiauw,kwetiau
kylaaya,kyla aya
labuhanbatu,labuhan batu
lads,lady
lage,lagi
lge,lagi
lgy,lagi
lagideh,lagi deh
lgkrn,lagi karena
lagipula,lagi pula
