"text";"orders";"orders_str";"num_items";"grand_total"
"tiga pisang roll yakini 27000 + seporsi udang sambal bawang goreng rp 43500";"[{""product"":""pisang roll yakini"",""quantity"":3,""price"":27000,""total_price"":81000},{""product"":""udang sambal bawang goreng"",""quantity"":1,""price"":43500,""total_price"":43500}]";"pisang roll yakini:3:27000|udang sambal bawang goreng:1:43500";"2";"124500"
"wkwk satu coffee oatmeal Rp40000";"[{""product"":""coffee oatmeal"",""quantity"":1,""price"":40000,""total_price"":40000}]";"coffee oatmeal:1:40000";"1";"40000"
"wkwk 1 avocado chocolate rp 30000 dan coklat aroma rp 19500";"[{""product"":""avocado chocolate"",""quantity"":1,""price"":30000,""total_price"":30000},{""product"":""coklat aroma"",""quantity"":1,""price"":19500,""total_price"":19500}]";"avocado chocolate:1:30000|coklat aroma:1:19500";"2";"49500"
"wkwk 3 lotus crumble Rp16500";"[{""product"":""lotus crumble"",""quantity"":3,""price"":16500,""total_price"":49500}]";"lotus crumble:3:16500";"1";"49500"
"kak hot caffe latte Rp9000";"[{""product"":""hot caffe latte"",""quantity"":1,""price"":9000,""total_price"":9000}]";"hot caffe latte:1:9000";"1";"9000"
"tumis daging ijodaging kerang darah rp 6000";"[{""product"":""tumis daging ijodaging kerang darah"",""quantity"":1,""price"":6000,""total_price"":6000}]";"tumis daging ijodaging kerang darah:1:6000";"1";"6000"
"wkwk 4 katsu roll rp 35000";"[{""product"":""katsu roll"",""quantity"":4,""price"":35000,""total_price"":140000}]";"katsu roll:4:35000";"1";"140000"
"kak 2 porsi bakmie rp 37500 dan 3 telur puyuh rp 29000";"[{""product"":""bakmie"",""quantity"":2,""price"":37500,""total_price"":75000},{""product"":""telur puyuh"",""quantity"":3,""price"":29000,""total_price"":87000}]";"bakmie:2:37500|telur puyuh:3:29000";"2";"162000"
"tiga mie aceh telur Rp19500 + rendang bite rp 33500";"[{""product"":""mie aceh telur"",""quantity"":3,""price"":19500,""total_price"":58500},{""product"":""rendang bite"",""quantity"":1,""price"":33500,""total_price"":33500}]";"mie aceh telur:3:19500|rendang bite:1:33500";"2";"92000"
"wkwk 4 kopi panas 22000";"[{""product"":""kopi panas"",""quantity"":4,""price"":22000,""total_price"":88000}]";"kopi panas:4:22000";"1";"88000"
"5 bakso ayam frozen Rp46000";"[{""product"":""bakso ayam frozen"",""quantity"":5,""price"":46000,""total_price"":230000}]";"bakso ayam frozen:5:46000";"1";"230000"
"seporsi mie hun goreng daging 42000";"[{""product"":""mie hun goreng daging"",""quantity"":1,""price"":42000,""total_price"":42000}]";"mie hun goreng daging:1:42000";"1";"42000"
"seporsi bakpao chik yen kacang ijo Rp23000";"[{""product"":""bakpao chik yen kacang ijo"",""quantity"":1,""price"":23000,""total_price"":23000}]";"bakpao chik yen kacang ijo:1:23000";"1";"23000"
"tiga milo tarik cincau 35000";"[{""product"":""milo tarik cincau"",""quantity"":3,""price"":35000,""total_price"":105000}]";"milo tarik cincau:3:35000";"1";"105000"
"1 chicken and waffle rp 5500 dan 4 roti manis kosong 22000";"[{""product"":""chicken and waffle"",""quantity"":1,""price"":5500,""total_price"":5500},{""product"":""roti manis kosong"",""quantity"":4,""price"":22000,""total_price"":88000}]";"chicken and waffle:1:5500|roti manis kosong:4:22000";"2";"93500"
"dua roti chapati 6000 + blue squash rp 37500 + long black dingin Rp27500";"[{""product"":""roti chapati"",""quantity"":2,""price"":6000,""total_price"":12000},{""product"":""blue squash"",""quantity"":1,""price"":37500,""total_price"":37500},{""product"":""long black dingin"",""quantity"":1,""price"":27500,""total_price"":27500}]";"roti chapati:2:6000|blue squash:1:37500|long black dingin:1:27500";"3";"77000"
"wkwk satu ayam bakar w r rp 41500 + dua sagu forno 43500";"[{""product"":""ayam bakar w r"",""quantity"":1,""price"":41500,""total_price"":41500},{""product"":""sagu forno"",""quantity"":2,""price"":43500,""total_price"":87000}]";"ayam bakar w r:1:41500|sagu forno:2:43500";"2";"128500"
"gadenggadung kering rp 40000";"[{""product"":""gadenggadung kering"",""quantity"":1,""price"":40000,""total_price"":40000}]";"gadenggadung kering:1:40000";"1";"40000"
"dua gaplek Rp24500 dan seporsi coklat tiramisu 41500";"[{""product"":""gaplek"",""quantity"":2,""price"":24500,""total_price"":49000},{""product"":""coklat tiramisu"",""quantity"":1,""price"":41500,""total_price"":41500}]";"gaplek:2:24500|coklat tiramisu:1:41500";"2";"90500"
"satu bolu lapis black forest rp 34500 dan 5 combo fire drum stick rp 21500";"[{""product"":""bolu lapis black forest"",""quantity"":1,""price"":34500,""total_price"":34500},{""product"":""combo fire drum stick"",""quantity"":5,""price"":21500,""total_price"":107500}]";"bolu lapis black forest:1:34500|combo fire drum stick:5:21500";"2";"142000"
"kak 1 misoa rp 35000";"[{""product"":""misoa"",""quantity"":1,""price"":35000,""total_price"":35000}]";"misoa:1:35000";"1";"35000"
"wkwk seporsi indomie goreng biasa Rp5000";"[{""product"":""indomie goreng biasa"",""quantity"":1,""price"":5000,""total_price"":5000}]";"indomie goreng biasa:1:5000";"1";"5000"
"wkwk hajar jahannam kapsui Rp46000 sama dua brownies topping serut rp 40000 sama 2 porsi mini pangsit goreng Rp38000";"[{""product"":""hajar jahannam kapsui"",""quantity"":1,""price"":46000,""total_price"":46000},{""product"":""brownies topping serut"",""quantity"":2,""price"":40000,""total_price"":80000},{""product"":""mini pangsit goreng"",""quantity"":2,""price"":38000,""total_price"":76000}]";"hajar jahannam kapsui:1:46000|brownies topping serut:2:40000|mini pangsit goreng:2:38000";"3";"202000"
"3 salad pepaya muda 33500";"[{""product"":""salad pepaya muda"",""quantity"":3,""price"":33500,""total_price"":100500}]";"salad pepaya muda:3:33500";"1";"100500"
"kak 1 ikan bawal panggang Rp17000";"[{""product"":""ikan bawal panggang"",""quantity"":1,""price"":17000,""total_price"":17000}]";"ikan bawal panggang:1:17000";"1";"17000"
"1 nasi telor dadar sambel bawang rp 25000 sama heineken beer 3500";"[{""product"":""nasi telor dadar sambel bawang"",""quantity"":1,""price"":25000,""total_price"":25000},{""product"":""heineken beer"",""quantity"":1,""price"":3500,""total_price"":3500}]";"nasi telor dadar sambel bawang:1:25000|heineken beer:1:3500";"2";"28500"
"wkwk nasi cumi 14500";"[{""product"":""nasi cumi"",""quantity"":1,""price"":14500,""total_price"":14500}]";"nasi cumi:1:14500";"1";"14500"
"dua kecipir muda segar 37000";"[{""product"":""kecipir muda segar"",""quantity"":2,""price"":37000,""total_price"":74000}]";"kecipir muda segar:2:37000";"1";"74000"
"wkwk 4 kebab tiramisu banana 45000";"[{""product"":""kebab tiramisu banana"",""quantity"":4,""price"":45000,""total_price"":180000}]";"kebab tiramisu banana:4:45000";"1";"180000"
"kak 4 chocolate brownies smores 31000 sama satu milky choco pudding rp 44000";"[{""product"":""chocolate brownies smores"",""quantity"":4,""price"":31000,""total_price"":124000},{""product"":""milky choco pudding"",""quantity"":1,""price"":44000,""total_price"":44000}]";"chocolate brownies smores:4:31000|milky choco pudding:1:44000";"2";"168000"
"kak brown sugar cold l Rp14000 sama classic strawberry Rp46000";"[{""product"":""brown sugar cold l"",""quantity"":1,""price"":14000,""total_price"":14000},{""product"":""classic strawberry"",""quantity"":1,""price"":46000,""total_price"":46000}]";"brown sugar cold l:1:14000|classic strawberry:1:46000";"2";"60000"
"kak tiga jasmine black tea rp 11500 dan 1 bihun goreng  kuah Rp42000 dan 2 fried chicken finger 34500";"[{""product"":""jasmine black tea"",""quantity"":3,""price"":11500,""total_price"":34500},{""product"":""bihun goreng  kuah"",""quantity"":1,""price"":42000,""total_price"":42000},{""product"":""fried chicken finger"",""quantity"":2,""price"":34500,""total_price"":69000}]";"jasmine black tea:3:11500|bihun goreng  kuah:1:42000|fried chicken finger:2:34500";"3";"145500"
"wkwk seporsi brown rice genmaicha tea Rp50000 + satu es kelapa muda  gelas 35000";"[{""product"":""brown rice genmaicha tea"",""quantity"":1,""price"":50000,""total_price"":50000},{""product"":""es kelapa muda  gelas"",""quantity"":1,""price"":35000,""total_price"":35000}]";"brown rice genmaicha tea:1:50000|es kelapa muda  gelas:1:35000";"2";"85000"
"kak dua smoked brisket Rp32000";"[{""product"":""smoked brisket"",""quantity"":2,""price"":32000,""total_price"":64000}]";"smoked brisket:2:32000";"1";"64000"
"wkwk 1 beef black pepper rice bowl Rp30500 + tiga holywings sorak Rp15500";"[{""product"":""beef black pepper rice bowl"",""quantity"":1,""price"":30500,""total_price"":30500},{""product"":""holywings sorak"",""quantity"":3,""price"":15500,""total_price"":46500}]";"beef black pepper rice bowl:1:30500|holywings sorak:3:15500";"2";"77000"
"wkwk 1 nasi putih panas 10500";"[{""product"":""nasi putih panas"",""quantity"":1,""price"":10500,""total_price"":10500}]";"nasi putih panas:1:10500";"1";"10500"
"wkwk satu ikan bawal bakar rp 34500";"[{""product"":""ikan bawal bakar"",""quantity"":1,""price"":34500,""total_price"":34500}]";"ikan bawal bakar:1:34500";"1";"34500"
"wkwk satu rendang Rp22000";"[{""product"":""rendang"",""quantity"":1,""price"":22000,""total_price"":22000}]";"rendang:1:22000";"1";"22000"
"wkwk 1 ikan masala khas dubai 24500";"[{""product"":""ikan masala khas dubai"",""quantity"":1,""price"":24500,""total_price"":24500}]";"ikan masala khas dubai:1:24500";"1";"24500"
"2 cafe latte 8000";"[{""product"":""cafe latte"",""quantity"":2,""price"":8000,""total_price"":16000}]";"cafe latte:2:8000";"1";"16000"
"wkwk seporsi gurami telur asin Rp23000";"[{""product"":""gurami telur asin"",""quantity"":1,""price"":23000,""total_price"":23000}]";"gurami telur asin:1:23000";"1";"23000"
"wkwk 2 kj saos padang 50000 sama 2 porsi fruit roll Rp18500";"[{""product"":""kj saos padang"",""quantity"":2,""price"":50000,""total_price"":100000},{""product"":""fruit roll"",""quantity"":2,""price"":18500,""total_price"":37000}]";"kj saos padang:2:50000|fruit roll:2:18500";"2";"137000"
"kak 3 pempek belida 32000 + 2 pepes tenggiri 27000";"[{""product"":""pempek belida"",""quantity"":3,""price"":32000,""total_price"":96000},{""product"":""pepes tenggiri"",""quantity"":2,""price"":27000,""total_price"":54000}]";"pempek belida:3:32000|pepes tenggiri:2:27000";"2";"150000"
"kak seporsi ikan mas pepes Rp50000";"[{""product"":""ikan mas pepes"",""quantity"":1,""price"":50000,""total_price"":50000}]";"ikan mas pepes:1:50000";"1";"50000"
"wkwk 1 cappucino large rp 29000";"[{""product"":""cappucino large"",""quantity"":1,""price"":29000,""total_price"":29000}]";"cappucino large:1:29000";"1";"29000"
"wkwk vanilla cake slice 38500";"[{""product"":""vanilla cake slice"",""quantity"":1,""price"":38500,""total_price"":38500}]";"vanilla cake slice:1:38500";"1";"38500"
"wkwk satu nasi ayam kampung goreng pedas rp 29000";"[{""product"":""nasi ayam kampung goreng pedas"",""quantity"":1,""price"":29000,""total_price"":29000}]";"nasi ayam kampung goreng pedas:1:29000";"1";"29000"
"seporsi mie djoedes gokil pemula 4000";"[{""product"":""mie djoedes gokil pemula"",""quantity"":1,""price"":4000,""total_price"":4000}]";"mie djoedes gokil pemula:1:4000";"1";"4000"
"kak 5 original cappucino 27000";"[{""product"":""original cappucino"",""quantity"":5,""price"":27000,""total_price"":135000}]";"original cappucino:5:27000";"1";"135000"
"satu choco milo Rp42500";"[{""product"":""choco milo"",""quantity"":1,""price"":42500,""total_price"":42500}]";"choco milo:1:42500";"1";"42500"
"tuna tempura 3500";"[{""product"":""tuna tempura"",""quantity"":1,""price"":3500,""total_price"":3500}]";"tuna tempura:1:3500";"1";"3500"
"seporsi omurice Rp35500 dan krupuk tengiri Rp25500 dan 1 herbal egg 22500";"[{""product"":""omurice"",""quantity"":1,""price"":35500,""total_price"":35500},{""product"":""krupuk tengiri"",""quantity"":1,""price"":25500,""total_price"":25500},{""product"":""herbal egg"",""quantity"":1,""price"":22500,""total_price"":22500}]";"omurice:1:35500|krupuk tengiri:1:25500|herbal egg:1:22500";"3";"83500"
"dua single beef toast 15000";"[{""product"":""single beef toast"",""quantity"":2,""price"":15000,""total_price"":30000}]";"single beef toast:2:15000";"1";"30000"
"kak selai strawberry oreo 39500";"[{""product"":""selai strawberry oreo"",""quantity"":1,""price"":39500,""total_price"":39500}]";"selai strawberry oreo:1:39500";"1";"39500"
"wkwk koloke  nasi 30500 + hampers end year rp 40500";"[{""product"":""koloke  nasi"",""quantity"":1,""price"":30500,""total_price"":30500},{""product"":""hampers end year"",""quantity"":1,""price"":40500,""total_price"":40500}]";"koloke  nasi:1:30500|hampers end year:1:40500";"2";"71000"
"wkwk seporsi sanger hot rp 7500 sama satu sari kedelai bubuk rp 24000";"[{""product"":""sanger hot"",""quantity"":1,""price"":7500,""total_price"":7500},{""product"":""sari kedelai bubuk"",""quantity"":1,""price"":24000,""total_price"":24000}]";"sanger hot:1:7500|sari kedelai bubuk:1:24000";"2";"31500"
"kak seporsi es sucok susu coklat 48500 dan satu pizza trimix medium rp 44000";"[{""product"":""es sucok susu coklat"",""quantity"":1,""price"":48500,""total_price"":48500},{""product"":""pizza trimix medium"",""quantity"":1,""price"":44000,""total_price"":44000}]";"es sucok susu coklat:1:48500|pizza trimix medium:1:44000";"2";"92500"
"kak 1 bf bulat mini warna biru rp 19500";"[{""product"":""bf bulat mini warna biru"",""quantity"":1,""price"":19500,""total_price"":19500}]";"bf bulat mini warna biru:1:19500";"1";"19500"
"wkwk 4 brownies cokelat keju 37000 sama ice coffee brown sugar rp 6500";"[{""product"":""brownies cokelat keju"",""quantity"":4,""price"":37000,""total_price"":148000},{""product"":""ice coffee brown sugar"",""quantity"":1,""price"":6500,""total_price"":6500}]";"brownies cokelat keju:4:37000|ice coffee brown sugar:1:6500";"2";"154500"
"1 kacang goyang 31500";"[{""product"":""kacang goyang"",""quantity"":1,""price"":31500,""total_price"":31500}]";"kacang goyang:1:31500";"1";"31500"
"satu sapi liver segar 14000 sama 1 nutella skippy rp 18000";"[{""product"":""sapi liver segar"",""quantity"":1,""price"":14000,""total_price"":14000},{""product"":""nutella skippy"",""quantity"":1,""price"":18000,""total_price"":18000}]";"sapi liver segar:1:14000|nutella skippy:1:18000";"2";"32000"
"wkwk 1 sate pentol pedas 37000 dan 2 porsi sobek kentang keju Rp30000";"[{""product"":""sate pentol pedas"",""quantity"":1,""price"":37000,""total_price"":37000},{""product"":""sobek kentang keju"",""quantity"":2,""price"":30000,""total_price"":60000}]";"sate pentol pedas:1:37000|sobek kentang keju:2:30000";"2";"97000"
"kak 2 ayam sambal ijo 20500";"[{""product"":""ayam sambal ijo"",""quantity"":2,""price"":20500,""total_price"":41000}]";"ayam sambal ijo:2:20500";"1";"41000"
"2 cadburry reguler Rp45000";"[{""product"":""cadburry reguler"",""quantity"":2,""price"":45000,""total_price"":90000}]";"cadburry reguler:2:45000";"1";"90000"
"wkwk 2 porsi ice choco wafer 36000";"[{""product"":""ice choco wafer"",""quantity"":2,""price"":36000,""total_price"":72000}]";"ice choco wafer:2:36000";"1";"72000"
"wkwk 2 porsi taucho tahu s 44000";"[{""product"":""taucho tahu s"",""quantity"":2,""price"":44000,""total_price"":88000}]";"taucho tahu s:2:44000";"1";"88000"
"1 blackpepper beef steak bowl 26000";"[{""product"":""blackpepper beef steak bowl"",""quantity"":1,""price"":26000,""total_price"":26000}]";"blackpepper beef steak bowl:1:26000";"1";"26000"
"1 gurami lada hitam 23500 sama 3 cheese chicken burger rp 16000 sama 5 ayam masak jamur 44500";"[{""product"":""gurami lada hitam"",""quantity"":1,""price"":23500,""total_price"":23500},{""product"":""cheese chicken burger"",""quantity"":3,""price"":16000,""total_price"":48000},{""product"":""ayam masak jamur"",""quantity"":5,""price"":44500,""total_price"":222500}]";"gurami lada hitam:1:23500|cheese chicken burger:3:16000|ayam masak jamur:5:44500";"3";"294000"
"seporsi mie gobyoss beef rp 14000";"[{""product"":""mie gobyoss beef"",""quantity"":1,""price"":14000,""total_price"":14000}]";"mie gobyoss beef:1:14000";"1";"14000"
"wkwk ramyun Rp8500";"[{""product"":""ramyun"",""quantity"":1,""price"":8500,""total_price"":8500}]";"ramyun:1:8500";"1";"8500"
"matcha c 31000";"[{""product"":""matcha c"",""quantity"":1,""price"":31000,""total_price"":31000}]";"matcha c:1:31000";"1";"31000"
"kak nasi ikan kembung bakar 28000 + seporsi biasa ayam telor ayam rp 33500";"[{""product"":""nasi ikan kembung bakar"",""quantity"":1,""price"":28000,""total_price"":28000},{""product"":""biasa ayam telor ayam"",""quantity"":1,""price"":33500,""total_price"":33500}]";"nasi ikan kembung bakar:1:28000|biasa ayam telor ayam:1:33500";"2";"61500"
"kak seporsi cheezy fries Rp46500";"[{""product"":""cheezy fries"",""quantity"":1,""price"":46500,""total_price"":46500}]";"cheezy fries:1:46500";"1";"46500"
"wkwk 2 porsi es sustro susu strawberry rp 22000";"[{""product"":""es sustro susu strawberry"",""quantity"":2,""price"":22000,""total_price"":44000}]";"es sustro susu strawberry:2:22000";"1";"44000"
"kak seporsi roti selai kacang asmara 49000";"[{""product"":""roti selai kacang asmara"",""quantity"":1,""price"":49000,""total_price"":49000}]";"roti selai kacang asmara:1:49000";"1";"49000"
"ayam goreng canton 21500 dan satu ikan kembung rp 50000";"[{""product"":""ayam goreng canton"",""quantity"":1,""price"":21500,""total_price"":21500},{""product"":""ikan kembung"",""quantity"":1,""price"":50000,""total_price"":50000}]";"ayam goreng canton:1:21500|ikan kembung:1:50000";"2";"71500"
